"Location","Type","Status","Circuit Trace","Cord IDs","Circuit ID","Creation Date","Created By","Contact","Contact Team","Request Number","Request Stage","Proposed","Notes"
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A38-RAISECOM RAX-711:PS2 ~ 3A38B1:Output23 - 3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:17 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","MS010643:Input Cord2 ~ 3A39B1:Output03 - 3A39B1:Input Cord ~ PDU-1F-B02/B02:6L1:B1 - B02:6L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:16 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003713:PS2 ~ 3A39B1:Output05 - 3A39B1:Input Cord ~ PDU-1F-B02/B02:6L1:B1 - B02:6L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:16 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003712:PS2 ~ 3A39B1:Output04 - 3A39B1:Input Cord ~ PDU-1F-B02/B02:6L1:B1 - B02:6L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:16 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003711:PS2 ~ 3A39B1:Output06 - 3A39B1:Input Cord ~ PDU-1F-B02/B02:6L1:B1 - B02:6L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:16 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003761:PS4 ~ 3A39B1:Output17 - 3A39B1:Input Cord ~ PDU-1F-B02/B02:6L1:B1 - B02:6L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:16 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003761:PS3 ~ 3A39B1:Output16 - 3A39B1:Input Cord ~ PDU-1F-B02/B02:6L1:B1 - B02:6L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:16 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003760:PS2 ~ 3A39B1:Output30 - 3A39B1:Input Cord ~ PDU-1F-B02/B02:6L1:B1 - B02:6L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:16 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004138:PS2 ~ 3A41B1:Output14 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:15 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003921:PS2 ~ 3A41B1:Output30 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:15 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003755:PS2 ~ 3A41B1:Output29 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003715:PS2 ~ 3A41B1:Output05 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003714:PS2 ~ 3A41B1:Output04 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S003938:PS2 ~ 3A41B1:Output16 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003624:PS2 ~ 3A41B1:Output17 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003622:PS2 ~ 3A41B1:Output18 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","S004137:PS2 ~ 3A41B1:Output15 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004812:PS2 ~ 3A41B1:Output10 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004324:PS2 ~ 3A41B1:Output12 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N004323:PS2 ~ 3A41B1:Output13 - 3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:14 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003614:PS1 ~ 3A40B1:Output03 - 3A40B1:Input Cord ~ PDU-1F-B02-6L2:B1 - B02:6L2 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:09 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003614:PS3 ~ 3A40B1:Output18 - 3A40B1:Input Cord ~ PDU-1F-B02-6L2:B1 - B02:6L2 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:09 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A40B1:Input Cord ~ PDU-1F-B02-6L2:B1 - B02:6L2 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:07 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A41B1:Input Cord ~ PDU-1F-B02/B02:6L3:B1 - B02:6L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 5:02 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A39B1:Input Cord ~ PDU-1F-B02/B02:6L1:B1 - B02:6L1 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 4:49 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A38B1:Input Cord ~ PDU-1F-B02/B02:5L3:B1 - B02:5L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/29/2019 4:09 PM","jdejean","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A38-RAISECOM RAX-711:PS1 ~ 3A38R1:Output23 - 3A38R1:Input Cord ~ PDU-1F-A02-5L3:R1 - A02:5L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","03/20/2019 9:54 PM","SPGKKM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","G1500FMB-4B23-U27-28:PS2 ~ 4B23B1:Output11 - 4B23B1:Input Cord ~ PDU-B8-16L1:R1 - B8:16L1 - B8:Panel Breaker - PDU-LG5-B8:PDU Breaker - UPS BANK B:Bank Breaker","","","03/11/2019 7:42 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","G1500FMB-4B23-U27-28:PS1 ~ 4B23R1:Output11 - 4B23R1:Input Cord ~ PDU-A8-16L1:R1 - A8:16L1 - A8:Panel Breaker - PDU-LG5-A8:PDU Breaker - UPS BANK A:Bank Breaker","","","03/11/2019 7:41 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","G1500FMB-4B23-U25-26:PS2 ~ 4B23B1:Output12 - 4B23B1:Input Cord ~ PDU-B8-16L1:R1 - B8:16L1 - B8:Panel Breaker - PDU-LG5-B8:PDU Breaker - UPS BANK B:Bank Breaker","","","03/11/2019 7:40 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","G1500FMB-4B23-U25-26:PS1 ~ 4B23R1:Output12 - 4B23R1:Input Cord ~ PDU-A8-16L1:R1 - A8:16L1 - A8:Panel Breaker - PDU-LG5-A8:PDU Breaker - UPS BANK A:Bank Breaker","","","03/11/2019 7:40 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","G1500FMB-4B23-U23-24:PS2 ~ 4B23B1:Output13 - 4B23B1:Input Cord ~ PDU-B8-16L1:R1 - B8:16L1 - B8:Panel Breaker - PDU-LG5-B8:PDU Breaker - UPS BANK B:Bank Breaker","","","03/11/2019 7:38 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","G1500FMB-4B23-U23-24:PS1 ~ 4B23R1:Output13 - 4B23R1:Input Cord ~ PDU-A8-16L1:R1 - A8:16L1 - A8:Panel Breaker - PDU-LG5-A8:PDU Breaker - UPS BANK A:Bank Breaker","","","03/11/2019 7:38 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","G1500FMB-4B23-U21-22:PS2 ~ 4B23B1:Output14 - 4B23B1:Input Cord ~ PDU-B8-16L1:R1 - B8:16L1 - B8:Panel Breaker - PDU-LG5-B8:PDU Breaker - UPS BANK B:Bank Breaker","","","03/11/2019 7:36 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","G1500FMB-4B23-U21-22:PS1 ~ 4B23R1:Output14 - 4B23R1:Input Cord ~ PDU-A8-16L1:R1 - A8:16L1 - A8:Panel Breaker - PDU-LG5-A8:PDU Breaker - UPS BANK A:Bank Breaker","","","03/11/2019 7:36 AM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003849:PS2 ~ 4B35B1:Output06 - 4B35B1:Input Cord ~ PDU-B9-11L2:R1 - B9:11L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","03/05/2019 6:35 PM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003849:PS1 ~ 4B35R1:Output06 - 4B35R1:Input Cord ~ PDU-A9-11L2:R1 - A9:11L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","03/05/2019 6:35 PM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003864:PS2 ~ 4A35B1:Output06 - 4A35B1:Input Cord ~ PDU-B9-11L3:R1 - B9:11L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","03/05/2019 6:33 PM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","N003864:PS1 ~ 4A35R1:Output06 - 4A35R1:Input Cord ~ PDU-A9-11L3:R1 - A9:11L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","03/05/2019 6:33 PM","SPGOTCM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003709:PS2 ~ 3B39B1:Output06 - 3B39B1:Input Cord ~ PDU-1F-B02-3L3:B1 - B02:3L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","03/03/2019 9:20 PM","SPGHHT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003709:PS1 ~ 3B39R1:Output06 - 3B39R1:Input Cord ~ PDU-1F-A02-3L3:R1 - A02:3L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","03/03/2019 9:19 PM","SPGHHT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","N003711:PS1 ~ 3A39R1:Output06 - 3A39R1:Input Cord ~ PDU-1F-A02-6L1:R1 - A02:6L1 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","03/03/2019 9:16 PM","SPGHHT","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0112:PS4 ~ 4A66B1:Output02 - 4A66B1:Input Cord ~ PDU-B11-10L2:R1 - B11:10L2 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","03/03/2019 10:12 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0112:PS3 ~ 4A66R1:Output16 - 4A66R1:Input Cord ~ PDU-A11-10L2:R1 - PB1:10L2 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","03/03/2019 10:12 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0112:PS2 ~ 4A66B1:Output03 - 4A66B1:Input Cord ~ PDU-B11-10L2:R1 - B11:10L2 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","03/03/2019 10:11 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0112:PS1 ~ 4A66R1:Output03 - 4A66R1:Input Cord ~ PDU-A11-10L2:R1 - PB1:10L2 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","03/03/2019 10:11 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0113:PS4 ~ 4A67B1:Output16 - 4A67B1:Input Cord ~ PDU-B11-10L3:R1 - B11:10L3 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","03/03/2019 10:10 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0113:PS3 ~ 4A67R1:Output16 - 4A67R1:Input Cord ~ PDU-A11-10L3:R1 - PB1:10L3 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","03/03/2019 10:10 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0113:PS2 ~ 4A67B1:Output03 - 4A67B1:Input Cord ~ PDU-B11-10L3:R1 - B11:10L3 - B11:Panel Breaker - PDU-LG5-B11:PDU Breaker - UPS BANK B:Bank Breaker","","","03/03/2019 10:09 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TEMP0113:PS1 ~ 4A67R1:Output03 - 4A67R1:Input Cord ~ PDU-A11-10L3:R1 - PB1:10L3 - PB1:Panel Breaker - PDU-LG5-A11:PDU Breaker - UPS BANK A:Bank Breaker","","","03/03/2019 10:09 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TM301 4A36 U15-17:PS2 ~ 4A36B1:Output24 - 4A36B1:Input Cord ~ PDU-B9-12L2:R1 - B9:12L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","03/01/2019 12:37 PM","SPGCLTW","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","TM301 4A36 U15-17:PS1 ~ 4A36R1:Output24 - 4A36R1:Input Cord ~ PDU-A9-12L2:R1 - A9:12L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","03/01/2019 12:36 PM","SPGCLTW","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","3A38  TM-301/II CHASSIS:PS1 ~ 3A38R1:Output13 - 3A38R1:Input Cord ~ PDU-1F-A02-5L3:R1 - A02:5L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","03/01/2019 6:27 AM","SPGHHT","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","HUAWEI ATN910I-4B36-U32:PS2 ~ 4B36B1:Output05 - 4B36B1:Input Cord ~ PDU-B9-12L1:R1 - B9:12L1 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/21/2019 10:32 AM","SPGKPLA","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","HUAWEI ATN910I-4B36-U32:PS1 ~ 4B36R1:Output05 - 4B36R1:Input Cord ~ PDU-A9-12L1:R1 - A9:12L1 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/21/2019 10:32 AM","SPGKPLA","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004391:PS1 ~ 4A45B1:Output29 - 4A45B1:Input Cord ~ PDU-B9-1L3:R1 - B9:1L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:47 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004391:PS2 ~ 4A45R1:Output29 - 4A45R1:Input Cord ~ PDU-A9-1L3:R1 - A9:1L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:47 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004389:PS1 ~ 4B45B1:Output28 - 4B45B1:Input Cord ~ PDU-B9-5L2:R1 - B9:5L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:45 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004389:PS2 ~ 4B45R1:Output28 - 4B45R1:Input Cord ~ PDU-A9-5L2:R1 - A9:5L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:45 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004398:PS1 ~ 4B45B1:Output27 - 4B45B1:Input Cord ~ PDU-B9-5L2:R1 - B9:5L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:38 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004398:PS2 ~ 4B45R1:Output27 - 4B45R1:Input Cord ~ PDU-A9-5L2:R1 - A9:5L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:37 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004398:PS3 ~ 4B45B1:Output26 - 4B45B1:Input Cord ~ PDU-B9-5L2:R1 - B9:5L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:37 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004398:PS4 ~ 4B45R1:Output26 - 4B45R1:Input Cord ~ PDU-A9-5L2:R1 - A9:5L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:37 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004399:PS1 ~ 4B45B1:Output15 - 4B45B1:Input Cord ~ PDU-B9-5L2:R1 - B9:5L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:35 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004399:PS2 ~ 4B45R1:Output15 - 4B45R1:Input Cord ~ PDU-A9-5L2:R1 - A9:5L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:35 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004399:PS3 ~ 4B45B1:Output14 - 4B45B1:Input Cord ~ PDU-B9-5L2:R1 - B9:5L2 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:33 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004399:PS4 ~ 4B45R1:Output14 - 4B45R1:Input Cord ~ PDU-A9-5L2:R1 - A9:5L2 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:22 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004397:PS1 ~ 4A45B1:Output27 - 4A45B1:Input Cord ~ PDU-B9-1L3:R1 - B9:1L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:18 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004397:PS2 ~ 4A45R1:Output27 - 4A45R1:Input Cord ~ PDU-A9-1L3:R1 - A9:1L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:17 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004397:PS3 ~ 4A45B1:Output26 - 4A45B1:Input Cord ~ PDU-B9-1L3:R1 - B9:1L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:17 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004397:PS4 ~ 4A45R1:Output26 - 4A45R1:Input Cord ~ PDU-A9-1L3:R1 - A9:1L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:16 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004396:PS1 ~ 4A45B1:Output15 - 4A45B1:Input Cord ~ PDU-B9-1L3:R1 - B9:1L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:13 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004396:PS2 ~ 4A45R1:Output15 - 4A45R1:Input Cord ~ PDU-A9-1L3:R1 - A9:1L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:13 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004396:PS3 ~ 4A45B1:Output14 - 4A45B1:Input Cord ~ PDU-B9-1L3:R1 - B9:1L3 - B9:Panel Breaker - PDU-LG5-B9:PDU Breaker - UPS BANK B:Bank Breaker","","","01/16/2019 9:12 AM","SPGOTCM","","","","","",""
"CAVCTR > FLOOR LG5 > IMC4","Power","Planned","S004396:PS4 ~ 4A45R1:Output14 - 4A45R1:Input Cord ~ PDU-A9-1L3:R1 - A9:1L3 - A9:Panel Breaker - PDU-LG5-A9:PDU Breaker - UPS BANK A:Bank Breaker","","","01/16/2019 9:12 AM","SPGOTCM","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","CR220H 3B23 U22-23:PS2 ~ 3B23B1:Output27 - 3B23B1:Input Cord ~ PDU-1F-B02-8L3:B1 - B02:8L3 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","01/11/2019 5:44 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","CR220H 3B23 U22-23:PS1 ~ 3B23R1:Output27 - 3B23R1:Input Cord ~ PDU-1F-A02-8L3:R1 - A02:8L3 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","01/11/2019 5:43 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","VSP G400 FBX 3B20 U14-15:PS2 ~ 3B20B2:Output09 - 3B20B2:Input Cord ~ PDU-1F-D03-10L1:B2 - D03:10L1 - D03:Panel Breaker - PDU-1F-D03:PDU Breaker - UPS BANK B:Bank Breaker","","","01/11/2019 5:41 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","VSP G400 FBX 3B20 U14-15:PS1 ~ 3B20R2:Output04 - 3B20R2:Input Cord ~ PDU-1F-B05-10L1:R2 - B05:10L1 - B05:Panel Breaker - PDU-1F-B05:PDU Breaker - UPS BANK A:Bank Breaker","","","01/11/2019 5:41 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ONACCESS 200X CHASSIS 3B38 U17:PS2 ~ 3B38B1:Output19 - 3B38B1:Input Cord ~ PDU-1F-B02-3L2:B1 - B02:3L2 - B02:Panel Breaker - PDU-1F-B02:PDU Breaker - UPS BANK B:Bank Breaker","","","01/09/2019 3:08 AM","SPGWDT","","","","","",""
"WATCTR > FLOOR 1 > IMC3","Power","Planned","ONACCESS 200X CHASSIS 3B38 U17:PS1 ~ 3B38R1:Output19 - 3B38R1:Input Cord ~ PDU-1F-A02-3L2:R1 - A02:3L2 - A02:Panel Breaker - PDU-1F-A02:PDU Breaker - UPS BANK A:Bank Breaker","","","01/09/2019 3:07 AM","SPGWDT","","","","","",""
